ts_ms,x,y,z
1783806428729,-0.4587000012397766,-0.09459999948740005,0.10999999940395355
1783806428749,-0.4584999978542328,-0.09430000185966492,0.10000000149011612
1783806428769,-0.45829999446868896,-0.0940999984741211,0.10000000149011612
1783806428789,-0.45809999108314514,-0.09390000253915787,0.10000000149011612
1783806428809,-0.4578999876976013,-0.09369999915361404,0.10000000149011612
1783806428829,-0.4577000141143799,-0.0934000015258789,0.10999999940395355
1783806428849,-0.45750001072883606,-0.093299999833107,0.10999999940395355
1783806428869,-0.45730000734329224,-0.09309999644756317,0.10000000149011612
1783806428889,-0.45719999074935913,-0.09300000220537186,0.10000000149011612
1783806428909,-0.4569999873638153,-0.09279999881982803,0.10000000149011612
1783806428929,-0.45680001378059387,-0.0925000011920929,0.10000000149011612
1783806428949,-0.45669999718666077,-0.09239999949932098,0.10999999940395355
1783806428969,-0.45649999380111694,-0.09220000356435776,0.10999999940395355
1783806428989,-0.4562999904155731,-0.09210000187158585,0.10999999940395355
1783806429009,-0.4560999870300293,-0.09179999679327011,0.10999999940395355
1783806429029,-0.45590001344680786,-0.0917000025510788,0.10999999940395355
1783806429049,-0.45579999685287476,-0.09149999916553497,0.10000000149011612
1783806429069,-0.45559999346733093,-0.09139999747276306,0.10000000149011612
1783806429089,-0.4553999900817871,-0.09120000153779984,0.10000000149011612
1783806429109,-0.4553000032901764,-0.09109999984502792,0.10000000149011612
1783806429129,-0.4551999866962433,-0.0908999964594841,0.10000000149011612
1783806429149,-0.45500001311302185,-0.09080000221729279,0.10000000149011612
1783806429169,-0.45489999651908875,-0.09059999883174896,0.10000000149011612
1783806429189,-0.4546999931335449,-0.09049999713897705,0.10000000149011612
1783806429209,-0.4546000063419342,-0.09030000120401382,0.10000000149011612
1783806429229,-0.4544000029563904,-0.09019999951124191,0.10000000149011612
1783806429250,-0.4542999863624573,-0.09000000357627869,0.10000000149011612
1783806429270,-0.45419999957084656,-0.08990000188350677,0.10000000149011612
1783806429290,-0.45399999618530273,-0.08969999849796295,0.10000000149011612
1783806429310,-0.453900009393692,-0.08959999680519104,0.10000000149011612
1783806429330,-0.4537999927997589,-0.08940000087022781,0.10000000149011612
1783806429350,-0.4535999894142151,-0.0892999991774559,0.10000000149011612
1783806429370,-0.45350000262260437,-0.0892999991774559,0.10000000149011612
1783806429390,-0.45339998602867126,-0.08919999748468399,0.10000000149011612
1783806429410,-0.45329999923706055,-0.08900000154972076,0.10000000149011612
1783806429430,-0.45320001244544983,-0.08889999985694885,0.10000000149011612
1783806429450,-0.4530999958515167,-0.08869999647140503,0.10000000149011612
1783806429470,-0.4528999924659729,-0.08869999647140503,0.10000000149011612
1783806429490,-0.4528000056743622,-0.08860000222921371,0.10000000149011612
1783806429510,-0.4526999890804291,-0.08839999884366989,0.10000000149011612
1783806429530,-0.45260000228881836,-0.08829999715089798,0.10000000149011612
1783806429550,-0.45249998569488525,-0.08810000121593475,0.10000000149011612
1783806429570,-0.45239999890327454,-0.08799999952316284,0.10000000149011612
1783806429590,-0.4523000121116638,-0.08799999952316284,0.10000000149011612
1783806429610,-0.4521999955177307,-0.08780000358819962,0.10000000149011612
1783806429630,-0.45210000872612,-0.0877000018954277,0.10000000149011612
1783806429650,-0.4519999921321869,-0.0877000018954277,0.10000000149011612
1783806429670,-0.4519999921321869,-0.08749999850988388,0.10000000149011612
1783806429690,-0.45190000534057617,-0.08739999681711197,0.10000000149011612
1783806429710,-0.45179998874664307,-0.08720000088214874,0.10000000149011612
1783806429730,-0.45170000195503235,-0.08720000088214874,0.10000000149011612
1783806429750,-0.45159998536109924,-0.08709999918937683,0.10000000149011612
1783806429770,-0.45159998536109924,-0.08709999918937683,0.10000000149011612
1783806429790,-0.4514999985694885,-0.0869000032544136,0.10000000149011612
1783806429810,-0.4514000117778778,-0.0869000032544136,0.10000000149011612
1783806429830,-0.4512999951839447,-0.0868000015616417,0.10000000149011612
1783806429850,-0.4512999951839447,-0.0868000015616417,0.10000000149011612
1783806429870,-0.4512999951839447,-0.0868000015616417,0.10000000149011612
1783806429890,-0.451200008392334,-0.08669999986886978,0.10000000149011612
1783806429910,-0.451200008392334,-0.08649999648332596,0.10000000149011612
1783806429930,-0.4510999917984009,-0.08649999648332596,0.10000000149011612
1783806429950,-0.4510999917984009,-0.08649999648332596,0.10000000149011612
1783806429970,-0.45100000500679016,-0.08640000224113464,0.10000000149011612
1783806429990,-0.45100000500679016,-0.08640000224113464,0.10000000149011612
1783806430010,-0.45100000500679016,-0.08619999885559082,0.10000000149011612
1783806430030,-0.45089998841285706,-0.08619999885559082,0.10999999940395355
1783806430050,-0.45089998841285706,-0.08619999885559082,0.10999999940395355
1783806430070,-0.45089998841285706,-0.08619999885559082,0.10999999940395355
1783806430090,-0.45080000162124634,-0.08609999716281891,0.10999999940395355
1783806430110,-0.45080000162124634,-0.08609999716281891,0.10000000149011612
1783806430130,-0.45080000162124634,-0.08609999716281891,0.10999999940395355
1783806430150,-0.45080000162124634,-0.08590000122785568,0.10999999940395355
1783806430170,-0.45080000162124634,-0.08590000122785568,0.10999999940395355
1783806430190,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430210,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430230,-0.4507000148296356,-0.08590000122785568,0.10000000149011612
1783806430250,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430270,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430290,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430311,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430331,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430351,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430371,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430391,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430411,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430431,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430451,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430471,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430491,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430511,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430531,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430551,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430571,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430591,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430611,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430631,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430651,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430671,-0.4507000148296356,-0.08590000122785568,0.10999999940395355
1783806430691,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430711,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430731,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430751,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430771,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430791,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430811,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806430831,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806430851,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806430871,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430891,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430911,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430931,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430951,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430971,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806430991,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431011,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431031,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431051,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431071,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431091,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431111,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431131,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431151,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431171,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431191,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431211,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431231,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431251,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431272,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431292,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431312,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431332,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431352,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431372,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431392,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431412,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431432,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431452,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431472,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431492,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431512,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431532,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431552,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431572,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431592,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431612,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431632,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431652,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431672,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431692,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431712,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431732,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431752,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431772,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431792,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431812,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431832,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431852,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431872,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431892,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431912,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431932,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431952,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431972,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806431992,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432012,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432032,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432052,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432072,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432092,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432112,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432132,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432152,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432172,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432192,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432212,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432232,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432252,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432273,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432293,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432313,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432333,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432353,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432373,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432393,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432413,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432433,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432453,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432473,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432493,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432513,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432533,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432553,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432573,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432593,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432613,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432633,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432653,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432673,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432693,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432713,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432733,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432753,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432773,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432793,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432813,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432833,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432853,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432873,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432893,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432913,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432933,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432953,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806432973,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806432993,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433013,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433033,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433053,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433073,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433093,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433113,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433133,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433153,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433173,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433193,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433213,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433233,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433253,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433273,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433294,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433313,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433334,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433354,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433374,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433394,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433414,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433434,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433454,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433474,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433494,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433514,-0.4505999982357025,-0.08579999953508377,0.10999999940395355
1783806433534,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433554,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433574,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433594,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433614,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433634,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433654,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433674,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433694,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433714,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433734,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433754,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433774,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433794,-0.4505999982357025,-0.08590000122785568,0.10999999940395355
1783806433814,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806433834,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806433854,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806433874,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433894,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806433914,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433934,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433954,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433974,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806433994,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434014,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434034,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434054,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434074,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434094,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434114,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434134,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434154,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434174,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434194,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434214,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434234,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434254,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434274,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434294,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434314,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434335,-0.4507000148296356,-0.08579999953508377,0.10000000149011612
1783806434355,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434375,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434395,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434415,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434435,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434455,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434475,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434495,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434515,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434535,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434555,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434575,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434595,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
1783806434615,-0.4507000148296356,-0.08579999953508377,0.10999999940395355
